seed, good, bad, neutral, selection, success
2704,8,1,0,Lexicase,0
3899,0,8,0,Tournament,0
2093,7,0,0,Eco-EA,1
3686,2,8,0,Tournament,0
3577,4,2,0,Tournament,0
2020,9,1,0,Eco-EA,1
2690,9,0,0,Lexicase,1
3261,0,5,0,Lexicase,0
3507,5,2,0,Tournament,0
2970,3,5,0,Lexicase,0
3204,1,0,0,Lexicase,0
3309,0,1,0,Lexicase,0
2129,6,2,0,Eco-EA,1
3351,8,2,0,Tournament,0
2112,6,3,0,Eco-EA,1
2777,6,3,0,Lexicase,0
3446,6,2,0,Tournament,0
3159,1,5,0,Lexicase,0
2514,1,3,0,Eco-EA,0
3623,3,5,0,Tournament,0
3430,6,4,0,Tournament,0
2238,4,4,0,Eco-EA,1
3701,2,6,0,Tournament,0
3162,1,4,0,Lexicase,0
2035,8,2,0,Eco-EA,1
3347,9,0,0,Tournament,0
3840,1,3,0,Tournament,0
2644,0,1,0,Eco-EA,0
3015,3,0,0,Lexicase,1
3396,7,2,0,Tournament,0
2123,6,2,0,Eco-EA,1
3837,1,3,0,Tournament,0
3120,1,9,0,Lexicase,0
2118,6,3,0,Eco-EA,1
3153,1,5,0,Lexicase,0
2894,4,4,0,Lexicase,0
3914,0,6,0,Tournament,0
3629,3,5,0,Tournament,0
2900,4,4,0,Lexicase,0
2232,4,4,0,Eco-EA,1
2525,1,2,0,Eco-EA,0
3168,1,4,0,Lexicase,0
3181,1,2,0,Lexicase,0
3303,0,1,0,Lexicase,0
2846,5,2,0,Lexicase,0
2944,3,7,0,Lexicase,0
2488,1,6,0,Eco-EA,0
2416,2,3,0,Eco-EA,0
2939,4,0,0,Lexicase,1
3665,3,1,0,Tournament,0
3958,0,2,0,Tournament,0
3292,0,2,0,Lexicase,0
3747,2,2,0,Tournament,0
2585,0,7,0,Eco-EA,0
2636,0,2,0,Eco-EA,0
3881,0,9,0,Tournament,0
2089,7,1,0,Eco-EA,1
3089,2,2,0,Lexicase,0
3557,4,4,0,Tournament,0
2030,9,0,0,Eco-EA,1
2680,9,1,0,Lexicase,0
3271,0,4,0,Lexicase,0
2047,8,1,0,Eco-EA,1
2714,8,0,0,Lexicase,1
2083,7,1,0,Eco-EA,1
3083,2,2,0,Lexicase,0
3871,0,10,0,Tournament,0
3565,4,3,0,Tournament,0
2276,4,0,0,Eco-EA,1
2482,1,6,0,Eco-EA,0
2427,2,2,0,Eco-EA,1
2933,4,0,0,Lexicase,1
3051,2,5,0,Lexicase,0
3952,0,2,0,Tournament,0
3620,3,6,0,Tournament,0
3298,0,2,0,Lexicase,0
3220,0,10,0,Lexicase,0
3817,1,5,0,Tournament,0
2228,4,5,0,Eco-EA,1
2695,8,2,0,Lexicase,0
3102,2,0,0,Lexicase,0
2789,6,2,0,Lexicase,0
3631,3,4,0,Tournament,0
3319,0,0,0,Lexicase,0
2105,6,4,0,Eco-EA,1
3480,5,5,0,Tournament,0
2570,0,9,0,Eco-EA,0
3033,2,7,0,Lexicase,0
3322,10,0,0,Tournament,0
3175,1,3,0,Lexicase,0
2445,2,0,0,Eco-EA,0
2005,10,0,0,Eco-EA,1
2503,1,4,0,Eco-EA,0
3313,0,0,0,Lexicase,0
2191,5,1,0,Eco-EA,1
3590,4,1,0,Tournament,0
3328,10,0,0,Tournament,0
3531,4,6,0,Tournament,0
3039,2,7,0,Lexicase,0
2509,1,4,0,Eco-EA,0
2884,4,5,0,Lexicase,0
3970,0,1,0,Tournament,0
3384,7,3,0,Tournament,0
3108,2,0,0,Lexicase,1
2222,4,5,0,Eco-EA,1
2783,6,2,0,Lexicase,0
3824,1,4,0,Tournament,0
2654,0,0,0,Eco-EA,0
3005,3,1,0,Lexicase,0
3906,0,7,0,Tournament,0
3130,1,8,0,Lexicase,0
2876,4,6,0,Lexicase,0
3080,2,3,0,Lexicase,0
2683,9,0,0,Lexicase,1
2164,5,4,0,Eco-EA,1
3807,1,6,0,Tournament,0
3218,0,10,0,Lexicase,0
2372,2,7,0,Eco-EA,0
2202,5,0,0,Eco-EA,1
3925,0,5,0,Tournament,0
3618,3,6,0,Tournament,0
3021,2,8,0,Lexicase,0
2930,4,1,0,Lexicase,0
3774,1,9,0,Tournament,0
2291,3,6,0,Eco-EA,1
3680,3,0,0,Tournament,0
3960,0,2,0,Tournament,0
2187,5,2,0,Eco-EA,1
2378,2,7,0,Eco-EA,1
3212,0,10,0,Lexicase,0
2208,5,0,0,Eco-EA,1
3612,3,6,0,Tournament,0
3731,2,3,0,Tournament,0
2344,3,1,0,Eco-EA,0
2155,5,5,0,Eco-EA,1
3580,4,2,0,Tournament,0
2795,6,1,0,Lexicase,0
2689,9,0,0,Lexicase,1
2914,4,2,0,Lexicase,0
2969,3,5,0,Lexicase,0
2579,0,8,0,Eco-EA,0
2251,4,2,0,Eco-EA,1
3591,4,0,0,Tournament,0
3310,0,1,0,Lexicase,0
3971,0,0,0,Tournament,0
3407,7,1,0,Tournament,0
3256,0,6,0,Lexicase,0
2780,6,3,0,Lexicase,0
2825,5,4,0,Lexicase,0
2130,6,2,0,Eco-EA,1
2326,3,3,0,Eco-EA,1
3429,6,4,0,Tournament,0
3757,2,1,0,Tournament,0
2071,7,2,0,Eco-EA,1
2722,7,3,0,Lexicase,0
2551,0,10,0,Eco-EA,0
2814,5,5,0,Lexicase,0
3646,3,3,0,Tournament,0
3764,2,0,0,Tournament,0
3095,2,1,0,Lexicase,0
2728,7,3,0,Lexicase,0
3630,3,5,0,Tournament,0
3423,6,4,0,Tournament,0
2500,1,5,0,Eco-EA,0
2431,2,1,0,Eco-EA,0
2494,1,5,0,Eco-EA,0
2573,0,8,0,Eco-EA,0
3047,2,6,0,Lexicase,0
2963,3,5,0,Lexicase,0
3481,5,4,0,Tournament,0
3633,3,4,0,Tournament,0
3815,1,5,0,Tournament,0
2697,8,2,0,Lexicase,0
3539,4,6,0,Tournament,0
3031,2,7,0,Lexicase,0
2362,2,8,0,Eco-EA,0
3177,1,3,0,Lexicase,0
2447,2,0,0,Eco-EA,0
2007,10,0,0,Eco-EA,1
2662,10,0,0,Lexicase,1
2501,1,4,0,Eco-EA,0
2107,6,4,0,Eco-EA,1
2762,6,4,0,Lexicase,0
2199,5,1,0,Eco-EA,1
2368,2,8,0,Eco-EA,0
3533,4,6,0,Tournament,0
2250,4,3,0,Eco-EA,1
2320,3,4,0,Eco-EA,1
2668,10,0,0,Lexicase,1
2768,6,4,0,Lexicase,0
3311,0,0,0,Lexicase,0
2193,5,1,0,Eco-EA,1
2781,6,2,0,Lexicase,0
3826,1,4,0,Tournament,0
2656,0,0,0,Eco-EA,0
3007,3,1,0,Lexicase,0
3904,0,7,0,Tournament,0
3639,3,4,0,Tournament,0
2070,7,3,0,Eco-EA,1
2886,4,5,0,Lexicase,0
3386,7,3,0,Tournament,0
3850,1,2,0,Tournament,0
3667,3,1,0,Tournament,0
2608,0,5,0,Eco-EA,0
3745,2,2,0,Tournament,0
2587,0,7,0,Eco-EA,0
2946,3,7,0,Lexicase,0
3062,2,4,0,Lexicase,0
2414,2,3,0,Eco-EA,0
3059,2,5,0,Lexicase,0
3555,4,4,0,Tournament,0
3879,0,10,0,Tournament,0
3279,0,4,0,Lexicase,0
2634,0,2,0,Eco-EA,0
3883,0,9,0,Tournament,0
2045,8,1,0,Eco-EA,1
2716,8,0,0,Lexicase,1
2081,7,1,0,Eco-EA,1
3081,2,2,0,Lexicase,0
3873,0,10,0,Tournament,0
3567,4,3,0,Tournament,0
3273,0,4,0,Lexicase,0
3889,0,9,0,Tournament,0
2870,5,0,0,Lexicase,1
2602,0,5,0,Eco-EA,0
2290,3,7,0,Eco-EA,1
2274,4,0,0,Eco-EA,1
3068,2,4,0,Lexicase,0
2425,2,2,0,Eco-EA,0
3053,2,5,0,Lexicase,0
2931,4,0,0,Lexicase,1
3489,5,4,0,Tournament,0
3593,4,0,0,Tournament,0
2916,4,2,0,Lexicase,0
2439,2,1,0,Eco-EA,0
3190,1,2,0,Lexicase,0
2318,3,4,0,Eco-EA,0
2253,4,2,0,Eco-EA,1
2324,3,3,0,Eco-EA,1
2982,3,3,0,Lexicase,0
3755,2,1,0,Tournament,0
2073,7,2,0,Eco-EA,1
3973,0,0,0,Tournament,0
3405,7,1,0,Tournament,0
3254,0,6,0,Lexicase,0
2559,0,10,0,Eco-EA,0
2827,5,4,0,Lexicase,0
3710,2,6,0,Tournament,0
3097,2,1,0,Lexicase,0
2079,7,2,0,Eco-EA,1
3421,6,4,0,Tournament,0
2988,3,3,0,Lexicase,0
2553,0,10,0,Eco-EA,1
2816,5,5,0,Lexicase,0
3644,3,3,0,Tournament,0
3979,0,0,0,Tournament,0
3766,2,0,0,Tournament,0
3599,4,0,0,Tournament,0
3483,5,4,0,Tournament,0
2312,3,4,0,Eco-EA,0
2433,2,1,0,Eco-EA,0
2496,1,5,0,Eco-EA,0
2571,0,8,0,Eco-EA,0
2259,4,2,0,Eco-EA,1
3045,2,6,0,Lexicase,0
2961,3,5,0,Lexicase,0
3270,0,5,0,Lexicase,0
2681,9,0,0,Lexicase,1
2166,5,4,0,Eco-EA,1
3238,0,8,0,Lexicase,0
2748,7,1,0,Lexicase,0
2874,4,6,0,Lexicase,0
3368,8,1,0,Tournament,0
3776,1,9,0,Tournament,0
2293,3,6,0,Eco-EA,1
3739,2,3,0,Tournament,0
3805,1,6,0,Tournament,0
3927,0,5,0,Tournament,0
3023,2,8,0,Lexicase,0
3362,8,1,0,Tournament,0
2299,3,6,0,Eco-EA,1
3733,2,3,0,Tournament,0
2185,5,2,0,Eco-EA,1
3029,2,8,0,Lexicase,0
2157,5,5,0,Eco-EA,1
2150,6,0,0,Eco-EA,1
2797,6,1,0,Lexicase,0
2742,7,1,0,Lexicase,0
3232,0,8,0,Lexicase,0
2346,3,1,0,Eco-EA,0
2410,2,4,0,Eco-EA,1
3244,0,7,0,Lexicase,0
3121,1,8,0,Lexicase,0
3339,9,1,0,Tournament,0
2334,3,2,0,Eco-EA,1
3843,1,2,0,Tournament,0
2992,3,2,0,Lexicase,0
2063,7,3,0,Eco-EA,1
3417,7,0,0,Tournament,0
3961,0,1,0,Tournament,0
3438,6,3,0,Tournament,0
2906,4,3,0,Lexicase,0
3475,5,5,0,Tournament,0
3180,1,3,0,Lexicase,0
2308,3,5,0,Eco-EA,0
3581,4,1,0,Tournament,0
2243,4,3,0,Eco-EA,1
2466,1,8,0,Eco-EA,0
2302,3,5,0,Eco-EA,1
2561,0,9,0,Eco-EA,0
2249,4,3,0,Eco-EA,1
2971,3,4,0,Lexicase,0
2457,1,9,0,Eco-EA,0
3696,2,7,0,Tournament,0
3333,9,1,0,Tournament,0
3849,1,2,0,Tournament,0
2069,7,3,0,Eco-EA,1
3656,3,2,0,Tournament,0
3432,6,3,0,Tournament,0
2998,3,2,0,Lexicase,0
2171,5,3,0,Eco-EA,1
2863,5,0,0,Lexicase,1
3713,2,5,0,Tournament,0
2858,5,1,0,Lexicase,0
3935,0,4,0,Tournament,0
3608,3,7,0,Tournament,0
2283,3,7,0,Eco-EA,1
3454,6,1,0,Tournament,0
2217,4,6,0,Eco-EA,1
3228,0,9,0,Lexicase,0
2758,7,0,0,Lexicase,1
3515,5,1,0,Tournament,0
2021,9,0,0,Eco-EA,1
2752,7,0,0,Lexicase,1
3222,0,9,0,Lexicase,0
3526,5,0,0,Tournament,0
3147,1,6,0,Lexicase,0
2531,1,1,0,Eco-EA,0
2400,2,5,0,Eco-EA,0
2356,3,0,0,Eco-EA,1
2140,6,1,0,Eco-EA,1
2137,6,1,0,Eco-EA,1
3890,0,9,0,Tournament,0
2675,9,1,0,Lexicase,0
2869,5,0,0,Lexicase,1
2384,2,6,0,Eco-EA,0
3467,6,0,0,Tournament,0
2620,0,4,0,Eco-EA,0
2852,5,1,0,Lexicase,0
3719,2,5,0,Tournament,0
3602,3,7,0,Tournament,0
2289,3,7,0,Eco-EA,0
3195,1,1,0,Lexicase,0
2398,2,5,0,Eco-EA,1
3490,5,4,0,Tournament,0
3505,5,2,0,Tournament,0
3798,1,7,0,Tournament,0
3189,1,2,0,Lexicase,0
3206,1,0,0,Lexicase,0
2516,1,3,0,Eco-EA,0
3621,3,5,0,Tournament,0
2040,8,2,0,Eco-EA,1
3703,2,6,0,Tournament,0
2037,8,2,0,Eco-EA,1
3345,9,0,0,Tournament,0
3353,8,2,0,Tournament,0
3444,6,2,0,Tournament,1
2775,6,3,0,Lexicase,0
2802,6,0,0,Lexicase,1
3151,1,5,0,Lexicase,0
2896,4,4,0,Lexicase,0
3916,0,6,0,Tournament,0
3709,2,6,0,Tournament,0
2527,1,2,0,Eco-EA,0
2646,0,1,0,Eco-EA,0
3017,3,0,0,Lexicase,1
3394,7,2,0,Tournament,0
3835,1,3,0,Tournament,1
2121,6,2,0,Eco-EA,1
2808,6,0,0,Lexicase,1
3359,8,2,0,Tournament,0
2392,2,5,0,Eco-EA,0
3301,0,1,0,Lexicase,0
2844,5,2,0,Lexicase,0
3792,1,7,0,Tournament,0
3183,1,2,0,Lexicase,0
3547,4,5,0,Tournament,0
2143,6,0,0,Eco-EA,1
3269,0,5,0,Lexicase,0
2624,0,3,0,Eco-EA,0
3891,0,8,0,Tournament,0
2545,1,0,0,Eco-EA,0
2403,2,4,0,Eco-EA,0
3133,1,7,0,Lexicase,0
3075,2,3,0,Lexicase,0
2956,3,6,0,Lexicase,0
3675,3,0,0,Tournament,0
3948,0,3,0,Tournament,0
2474,1,7,0,Eco-EA,0
3853,1,1,0,Tournament,0
2618,0,4,0,Eco-EA,1
2597,0,6,0,Eco-EA,0
2264,4,1,0,Eco-EA,1
3942,0,3,0,Tournament,0
2921,4,1,0,Lexicase,0
3859,1,1,0,Tournament,0
3030,2,8,0,Lexicase,0
2860,5,1,0,Lexicase,0
2612,0,4,0,Eco-EA,0
3575,4,2,0,Tournament,0
3263,0,5,0,Lexicase,0
2149,6,0,0,Eco-EA,1
2055,8,0,0,Eco-EA,1
2706,8,1,0,Lexicase,1
2409,2,4,0,Eco-EA,0
2091,7,0,0,Eco-EA,1
2760,7,0,0,Lexicase,1
3684,2,8,0,Tournament,0
3139,1,7,0,Lexicase,0
2623,0,3,0,Eco-EA,0
2144,6,0,0,Eco-EA,1
3578,4,2,0,Tournament,0
3520,5,1,0,Tournament,0
3072,2,3,0,Lexicase,0
3134,1,7,0,Lexicase,0
3689,2,8,0,Tournament,0
2404,2,4,0,Eco-EA,0
2058,8,0,0,Eco-EA,1
2542,1,0,0,Eco-EA,0
3896,0,8,0,Tournament,0
2473,1,7,0,Eco-EA,0
3672,3,0,0,Tournament,0
2269,4,1,0,Eco-EA,1
2951,3,6,0,Lexicase,0
3287,0,3,0,Lexicase,0
2380,2,7,0,Eco-EA,0
3854,1,1,0,Tournament,0
2926,4,1,0,Lexicase,0
3945,0,3,0,Tournament,0
3678,3,0,0,Tournament,0
2479,1,7,0,Eco-EA,0
3867,1,0,0,Tournament,0
2263,4,1,0,Eco-EA,1
2615,0,4,0,Eco-EA,0
3264,0,5,0,Lexicase,0
2629,0,3,0,Eco-EA,0
3572,4,2,0,Tournament,0
3683,2,8,0,Tournament,0
3078,2,3,0,Lexicase,0
2548,1,0,0,Eco-EA,0
2096,7,0,0,Eco-EA,1
2701,8,1,0,Lexicase,0
2052,8,0,0,Eco-EA,1
2849,5,2,0,Lexicase,0
2600,0,6,0,Eco-EA,0
3201,1,0,0,Lexicase,0
3502,5,2,0,Tournament,0
3342,9,0,0,Tournament,0
3167,1,4,0,Lexicase,0
3704,2,6,0,Tournament,0
3626,3,5,0,Tournament,0
2511,1,3,0,Eco-EA,0
2805,6,0,0,Lexicase,1
3650,3,3,0,Tournament,0
3443,6,2,0,Tournament,0
2772,6,3,0,Lexicase,0
2117,6,3,0,Eco-EA,1
3354,8,2,0,Tournament,0
3838,1,3,0,Tournament,0
3399,7,2,0,Tournament,0
2237,4,4,0,Eco-EA,1
2330,3,3,0,Eco-EA,1
3348,9,0,0,Tournament,0
2240,4,4,0,Eco-EA,1
3911,0,6,0,Tournament,0
2891,4,4,0,Lexicase,0
3156,1,5,0,Lexicase,0
2778,6,3,0,Lexicase,0
3449,6,2,0,Tournament,0
3832,1,3,0,Tournament,0
2126,6,2,0,Eco-EA,1
3393,7,2,0,Tournament,0
2641,0,1,0,Eco-EA,0
2843,5,2,0,Lexicase,0
3306,0,1,0,Lexicase,0
2395,2,5,0,Eco-EA,0
3184,1,2,0,Lexicase,0
3795,1,7,0,Tournament,0
3508,5,2,0,Tournament,0
3714,2,5,0,Tournament,0
2389,2,6,0,Eco-EA,0
2864,5,0,0,Lexicase,1
2176,5,3,0,Eco-EA,1
3198,1,1,0,Lexicase,0
2284,3,7,0,Eco-EA,1
3453,6,1,0,Tournament,0
3932,0,4,0,Tournament,0
2026,9,0,0,Eco-EA,1
3512,5,1,0,Tournament,0
2678,9,1,0,Lexicase,1
2351,3,0,0,Eco-EA,0
2536,1,1,0,Eco-EA,0
2060,8,0,0,Eco-EA,1
3225,0,9,0,Lexicase,0
3521,5,0,0,Tournament,0
2755,7,0,0,Lexicase,1
2672,9,1,0,Lexicase,0
2017,9,1,0,Eco-EA,1
3518,5,1,0,Tournament,0
3377,8,0,0,Tournament,0
2855,5,1,0,Lexicase,0
2383,2,6,0,Eco-EA,0
3787,1,8,0,Tournament,0
3192,1,1,0,Lexicase,0
3459,6,1,0,Tournament,0
3727,2,4,0,Tournament,1
3605,3,7,0,Tournament,0
3938,0,4,0,Tournament,0
3126,1,8,0,Lexicase,0
3243,0,7,0,Lexicase,0
3910,0,7,0,Tournament,0
2737,7,2,0,Lexicase,0
3966,0,1,0,Tournament,0
2064,7,3,0,Eco-EA,1
2995,3,2,0,Lexicase,0
2740,7,2,0,Lexicase,0
3844,1,2,0,Tournament,0
2333,3,2,0,Eco-EA,1
2244,4,3,0,Eco-EA,1
3586,4,1,0,Tournament,0
2901,4,3,0,Lexicase,0
3472,5,5,0,Tournament,0
2837,5,3,0,Lexicase,0
2461,1,8,0,Eco-EA,0
2840,5,3,0,Lexicase,0
2976,3,4,0,Lexicase,0
2566,0,9,0,Eco-EA,0
3478,5,5,0,Tournament,0
2305,3,5,0,Eco-EA,1
3497,5,3,0,Tournament,0
3334,9,1,0,Tournament,0
3691,2,7,0,Tournament,0
3117,1,9,0,Lexicase,0
3249,0,7,0,Lexicase,0
3435,6,3,0,Tournament,1
3651,3,2,0,Tournament,0
2339,3,2,0,Eco-EA,0
2161,5,4,0,Eco-EA,1
2686,9,0,0,Lexicase,1
2873,4,6,0,Lexicase,0
3690,2,8,0,Tournament,0
3560,4,4,0,Tournament,0
2270,4,1,0,Eco-EA,1
2300,3,6,0,Eco-EA,1
2294,3,6,0,Eco-EA,1
3771,1,9,0,Tournament,0
3024,2,8,0,Lexicase,0
2188,5,2,0,Eco-EA,1
2207,5,0,0,Eco-EA,1
2377,2,7,0,Eco-EA,1
3802,1,6,0,Tournament,0
3734,2,3,0,Tournament,0
3365,8,1,0,Tournament,0
3617,3,6,0,Tournament,0
3217,0,10,0,Lexicase,0
2182,5,2,0,Eco-EA,1
3808,1,6,0,Tournament,0
2630,0,3,0,Eco-EA,0
2341,3,1,0,Eco-EA,0
2879,4,6,0,Lexicase,0
3235,0,8,0,Lexicase,0
2745,7,1,0,Lexicase,0
3594,4,0,0,Tournament,0
2850,5,2,0,Lexicase,0
2254,4,2,0,Eco-EA,1
3048,2,6,0,Lexicase,0
2911,4,2,0,Lexicase,0
2727,7,3,0,Lexicase,0
2074,7,2,0,Eco-EA,1
3752,2,1,0,Tournament,0
2985,3,3,0,Lexicase,0
3820,1,5,0,Tournament,0
2323,3,3,0,Eco-EA,1
3253,0,6,0,Lexicase,0
3402,7,1,0,Tournament,0
3974,0,0,0,Tournament,0
3649,3,3,0,Tournament,0
3426,6,4,0,Tournament,0
3758,2,1,0,Tournament,0
2329,3,3,0,Eco-EA,0
3761,2,0,0,Tournament,0
3408,7,1,0,Tournament,0
2811,5,5,0,Lexicase,0
3643,3,3,0,Tournament,0
2554,0,10,0,Eco-EA,0
3450,6,2,0,Tournament,0
3259,0,6,0,Lexicase,0
3484,5,4,0,Tournament,0
2966,3,5,0,Lexicase,0
3042,2,6,0,Lexicase,0
2576,0,8,0,Eco-EA,0
2491,1,5,0,Eco-EA,1
2434,2,1,0,Eco-EA,0
2315,3,4,0,Eco-EA,1
3742,2,2,0,Tournament,0
3297,0,2,0,Lexicase,0
2390,2,6,0,Eco-EA,0
2413,2,3,0,Eco-EA,0
2279,4,0,0,Eco-EA,1
3065,2,4,0,Lexicase,0
2428,2,2,0,Eco-EA,0
2941,3,7,0,Lexicase,0
3552,4,4,0,Tournament,0
2048,8,1,0,Eco-EA,1
3884,0,9,0,Tournament,0
2633,0,2,0,Eco-EA,0
3874,0,10,0,Tournament,0
3086,2,2,0,Lexicase,0
2086,7,1,0,Eco-EA,1
3558,4,4,0,Tournament,0
2711,8,0,0,Lexicase,1
2042,8,1,0,Eco-EA,1
3274,0,4,0,Lexicase,0
2639,0,2,0,Eco-EA,0
2605,0,5,0,Eco-EA,0
3748,2,2,0,Tournament,0
3380,8,0,0,Tournament,0
3957,0,2,0,Tournament,0
2419,2,3,0,Eco-EA,1
3054,2,5,0,Lexicase,0
2936,4,0,0,Lexicase,1
2422,2,2,0,Eco-EA,0
2487,1,6,0,Eco-EA,0
2273,4,0,0,Eco-EA,1
3634,3,4,0,Tournament,0
3909,0,7,0,Tournament,0
3107,2,0,0,Lexicase,1
3760,2,1,0,Tournament,0
3812,1,5,0,Tournament,0
2506,1,4,0,Eco-EA,1
2665,10,0,0,Lexicase,1
3327,10,0,0,Tournament,0
2365,2,8,0,Eco-EA,1
3036,2,7,0,Lexicase,0
2765,6,4,0,Lexicase,0
3534,4,6,0,Tournament,0
2194,5,1,0,Eco-EA,1
3316,0,0,0,Lexicase,0
3250,0,7,0,Lexicase,0
3903,0,7,0,Tournament,0
2651,0,0,0,Eco-EA,0
3821,1,4,0,Tournament,0
2786,6,2,0,Lexicase,0
2227,4,5,0,Eco-EA,1
3381,7,3,0,Tournament,0
3818,1,5,0,Tournament,0
2881,4,5,0,Lexicase,0
2426,2,2,0,Eco-EA,0
2483,1,6,0,Eco-EA,0
2277,4,0,0,Eco-EA,1
2932,4,0,0,Lexicase,1
2200,5,1,0,Eco-EA,1
3953,0,2,0,Tournament,0
2601,0,5,0,Eco-EA,0
3299,0,2,0,Lexicase,0
2082,7,1,0,Eco-EA,1
3082,2,2,0,Lexicase,0
2046,8,1,0,Eco-EA,1
2715,8,0,0,Lexicase,1
3564,4,3,0,Tournament,0
2637,0,2,0,Eco-EA,0
2640,0,2,0,Eco-EA,0
3556,4,4,0,Tournament,0
2088,7,1,0,Eco-EA,1
3088,2,2,0,Lexicase,0
3061,2,4,0,Lexicase,0
3730,2,4,0,Tournament,0
2489,1,6,0,Eco-EA,0
2945,3,7,0,Lexicase,0
2938,4,0,0,Lexicase,1
2417,2,3,0,Eco-EA,0
3959,0,2,0,Tournament,0
3664,3,1,0,Tournament,0
3746,2,2,0,Tournament,0
2584,0,7,0,Eco-EA,0
3293,0,2,0,Lexicase,0
3790,1,8,0,Tournament,0
2885,4,5,0,Lexicase,0
2223,4,5,0,Eco-EA,1
3385,7,3,0,Tournament,0
3109,2,0,0,Lexicase,1
3004,3,1,0,Lexicase,0
2655,0,0,0,Eco-EA,0
3825,1,4,0,Tournament,0
2782,6,2,0,Lexicase,0
3907,0,7,0,Tournament,0
3312,0,0,0,Lexicase,0
3038,2,7,0,Lexicase,0
3329,10,0,0,Tournament,0
2508,1,4,0,Eco-EA,0
2104,6,4,0,Eco-EA,1
2761,6,4,0,Lexicase,0
3318,0,0,0,Lexicase,0
2361,2,8,0,Eco-EA,0
3323,10,0,0,Tournament,0
3174,1,3,0,Lexicase,0
3032,2,7,0,Lexicase,0
2502,1,4,0,Eco-EA,0
2004,10,0,0,Eco-EA,1
2444,2,0,0,Eco-EA,0
2661,10,0,0,Lexicase,1
3816,1,5,0,Tournament,0
3103,2,0,0,Lexicase,1
2229,4,5,0,Eco-EA,1
2700,8,2,0,Lexicase,0
2694,8,2,0,Lexicase,0
2788,6,2,0,Lexicase,0
3231,0,8,0,Lexicase,0
2741,7,1,0,Lexicase,0
2345,3,1,0,Eco-EA,1
2154,5,5,0,Eco-EA,1
2794,6,1,0,Lexicase,0
2688,9,0,0,Lexicase,1
3290,0,3,0,Lexicase,0
2209,5,0,0,Eco-EA,1
3213,0,10,0,Lexicase,0
2379,2,7,0,Eco-EA,0
3613,3,6,0,Tournament,0
2186,5,2,0,Eco-EA,1
3361,8,1,0,Tournament,0
3806,1,6,0,Tournament,0
3600,4,0,0,Tournament,0
2203,5,0,0,Eco-EA,1
2373,2,7,0,Eco-EA,1
3219,0,10,0,Lexicase,0
3619,3,6,0,Tournament,0
3924,0,5,0,Tournament,0
3775,1,9,0,Tournament,0
2480,1,7,0,Eco-EA,0
3870,1,0,0,Tournament,0
2877,4,6,0,Lexicase,0
2682,9,0,0,Lexicase,1
2165,5,4,0,Eco-EA,1
2495,1,5,0,Eco-EA,0
2311,3,4,0,Eco-EA,1
2962,3,5,0,Lexicase,0
3046,2,6,0,Lexicase,0
2572,0,8,0,Eco-EA,0
3320,0,0,0,Lexicase,0
3647,3,3,0,Tournament,0
2815,5,5,0,Lexicase,0
3765,2,0,0,Tournament,0
3094,2,1,0,Lexicase,0
3100,2,1,0,Lexicase,0
3170,1,4,0,Lexicase,0
3422,6,4,0,Tournament,0
2729,7,3,0,Lexicase,0
3257,0,6,0,Lexicase,0
3406,7,1,0,Tournament,0
2824,5,4,0,Lexicase,0
2327,3,3,0,Eco-EA,0
3756,2,1,0,Tournament,0
2723,7,3,0,Lexicase,0
3428,6,4,0,Tournament,0
2981,3,3,0,Lexicase,0
2915,4,2,0,Lexicase,0
2578,0,8,0,Eco-EA,0
2968,3,5,0,Lexicase,0
2280,4,0,0,Eco-EA,1
3601,3,7,0,Tournament,0
3196,1,1,0,Lexicase,0
3723,2,4,0,Tournament,0
2178,5,3,0,Eco-EA,1
2387,2,6,0,Eco-EA,0
3783,1,8,0,Tournament,0
3464,6,0,0,Tournament,0
3373,8,0,0,Tournament,0
2851,5,1,0,Lexicase,0
2013,9,1,0,Eco-EA,1
2134,6,1,0,Eco-EA,1
2676,9,1,0,Lexicase,1
2028,9,0,0,Eco-EA,1
3144,1,6,0,Lexicase,0
3221,0,9,0,Lexicase,0
3525,5,0,0,Tournament,0
2751,7,0,0,Lexicase,1
2532,1,1,0,Eco-EA,0
2355,3,0,0,Eco-EA,0
3516,5,1,0,Tournament,0
2019,9,1,0,Eco-EA,1
2022,9,0,0,Eco-EA,1
2214,4,6,0,Eco-EA,1
2538,1,1,0,Eco-EA,0
3936,0,4,0,Tournament,0
3729,2,4,0,Tournament,0
2490,1,6,0,Eco-EA,0
3457,6,1,0,Tournament,0
3789,1,8,0,Tournament,0
2172,5,3,0,Eco-EA,1
3379,8,0,0,Tournament,0
3110,2,0,0,Lexicase,1
3160,1,5,0,Lexicase,0
3431,6,3,0,Tournament,0
3968,0,1,0,Tournament,0
2739,7,2,0,Lexicase,0
3655,3,2,0,Tournament,0
3128,1,8,0,Lexicase,0
3695,2,7,0,Tournament,0
3113,1,9,0,Lexicase,0
3493,5,3,0,Tournament,0
2839,5,3,0,Lexicase,0
2454,1,9,0,Eco-EA,1
2301,3,5,0,Eco-EA,1
2972,3,4,0,Lexicase,0
3588,4,1,0,Tournament,0
3330,10,0,0,Tournament,0
2562,0,9,0,Eco-EA,0
3499,5,3,0,Tournament,0
2833,5,3,0,Lexicase,0
2465,1,8,0,Eco-EA,0
2905,4,3,0,Lexicase,0
3476,5,5,0,Tournament,0
